code,name,industry,outstanding,totals,timeToMarket
300449,汉邦高科,电脑设备,1.0,1.69,20150422
002918,蒙娜丽莎,其他建材,0.59,2.37,20171219
002058,威 尔 泰,电器仪表,1.43,1.43,20060802
600171,上海贝岭,半导体,6.74,7.0,19980924
601777,力帆股份,摩托车,12.37,13.07,20101125
600871,*ST油服,石油开采,120.43,189.84,19950411
600523,贵航股份,汽车配件,4.04,4.04,20011227
002590,万安科技,汽车配件,4.25,4.8,20110610
002160,常铝股份,铝,6.02,7.24,20070821
002893,华通热力,供气供热,0.3,1.2,20170915
600116,三峡水利,水力发电,9.93,9.93,19970804
000507,珠海港,港口,7.72,7.9,19930326
600218,全柴动力,农用机械,3.69,3.69,19981203
002703,浙江世宝,汽车配件,4.5,7.9,20121102
600653,申华控股,汽车服务,17.46,19.46,19901219
600891,秋林集团,百货,3.84,6.18,19960325
000547,航天发展,通信设备,9.66,14.3,19931130
002444,巨星科技,轻工机械,10.12,10.75,20100713
300167,迪威迅,通信设备,3.0,3.0,20110125
002315,焦点科技,互联网,1.26,2.35,20091209
603698,航天工程,专用机械,4.12,4.12,20150128
300626,华瑞股份,电气设备,0.94,1.8,20170320
002255,海陆重工,专用机械,4.89,8.42,20080625
300565,科信技术,通信设备,0.71,2.08,20161122
002549,凯美特气,环境保护,6.2,6.24,20110218
002381,双箭股份,橡胶,2.32,4.29,20100402
000909,数源科技,综合类,3.11,3.12,19990507
002101,广东鸿图,机械基件,4.26,5.32,20061229
300030,阳普医疗,医疗保健,2.54,3.09,20091225
002890,弘宇股份,农用机械,0.17,0.67,20170802
603322,超讯通信,通信设备,0.45,1.12,20160728
000655,*ST金岭,普钢,5.95,5.95,19961128
002151,北斗星通,通信设备,2.55,5.13,20070813
603608,天创时尚,服饰,1.27,4.31,20160218
600505,西昌电力,水力发电,3.65,3.65,20020530
002249,大洋电机,电气设备,13.65,23.7,20080619
000876,新 希 望,饲料,41.77,42.16,19980311
603076,乐惠国际,专用机械,0.19,0.75,20171113
300088,长信科技,元器件,22.63,22.99,20100526
000585,*ST东电,电气设备,6.09,8.73,19951213
000852,石化机械,化工机械,5.98,5.98,19981126
300388,国祯环保,环境保护,5.34,5.5,20140801
002176,江特电机,电气设备,14.42,14.69,20071012
300487,蓝晓科技,化工原料,1.08,2.02,20150702
000705,浙江震元,医药商业,2.82,3.34,19970410
000679,大连友谊,百货,3.56,3.56,19970124
002849,威星智能,电器仪表,0.57,1.3,20170217
600603,广汇物流,仓储物流,5.04,12.54,19920113
300052,中青宝,互联网,2.6,2.61,20100211
002520,日发精机,机床制造,5.3,5.54,20101210
300411,金盾股份,专用机械,1.31,4.74,20141231
300034,钢研高纳,小金属,4.21,4.22,20091225
603308,应流股份,专用机械,4.0,4.34,20140122
600881,亚泰集团,水泥,32.23,32.49,19951115
300023,宝德股份,专用机械,1.44,3.16,20091030
002224,三 力 士,橡胶,4.7,6.58,20080425
600096,云天化,农药化肥,11.22,13.21,19970709
300177,中海达,通信设备,3.17,4.47,20110215
002225,濮耐股份,其他建材,6.83,8.88,20080425
603577,汇金通,钢加工,0.78,1.75,20161222
002762,金发拉比,服饰,1.89,3.57,20150610
603976,正川股份,医疗保健,0.38,1.51,20170822
002140,东华科技,建筑施工,4.4,4.46,20070712
603536,惠发股份,食品,0.6,1.68,20170613
600755,厦门国贸,商贸代理,18.16,18.16,19961003
000983,西山煤电,煤炭开采,31.51,31.51,20000726
002073,软控股份,软件服务,8.19,9.34,20061018
002923,润都股份,化学制药,0.3,1.2,20180105
603882,金域医学,医疗保健,0.69,4.58,20170908
000402,金 融 街,全国地产,29.88,29.89,19960626
002047,宝鹰股份,装修装饰,12.58,13.36,20050531
300621,维业股份,装修装饰,0.64,2.08,20170316
002507,涪陵榨菜,食品,7.71,7.89,20101123
603916,苏博特,化工原料,0.76,3.04,20171110
002168,深圳惠程,电气设备,7.72,8.21,20070919
000978,桂林旅游,旅游景点,3.6,3.6,20000518
002355,兴民智通,汽车配件,3.9,6.25,20100209
300619,金银河,专用机械,0.33,0.75,20170301
603289,泰瑞机器,专用机械,0.66,2.65,20171031
000791,甘肃电投,水力发电,9.71,9.71,19971014
600817,ST宏盛,多元金融,1.56,1.61,19940128
000838,财信发展,区域地产,6.32,11.0,19970626
601186,中国铁建,建筑施工,115.03,135.8,20080310
600580,卧龙电气,电气设备,11.11,12.93,20020606
000863,三湘印象,区域地产,9.17,13.71,19970925
300350,华鹏飞,软件服务,2.35,5.31,20120821
300671,富满电子,半导体,0.79,1.42,20170705
600595,中孚实业,铝,17.42,19.61,20020626
002576,通达动力,电气设备,1.37,1.65,20110428
002503,搜于特,服饰,20.24,31.24,20101117
000553,沙隆达Ａ,农药化肥,3.64,24.47,19931203
600521,华海药业,化学制药,12.32,12.51,20030304
600435,北方导航,专用机械,14.89,14.89,20030704
002473,*ST圣莱,家用电器,1.6,1.6,20100910
002097,山河智能,工程机械,6.01,10.56,20061222
002818,富森美,房产服务,0.92,4.45,20161109
601008,连云港,港口,10.15,10.15,20070426
600598,北大荒,种植业,17.78,17.78,20020329
600395,盘江股份,煤炭开采,16.55,16.55,20010531
600077,宋都股份,全国地产,13.4,13.4,19970520
001696,宗申动力,摩托车,8.92,11.45,19970306
000929,兰州黄河,啤酒,1.86,1.86,19990623
600118,中国卫星,航空,11.82,11.82,19970908
002365,永安药业,化学制药,2.38,2.95,20100305
002014,永新股份,塑料,4.85,5.04,20040708
000559,万向钱潮,汽车配件,27.53,27.53,19940110
600340,华夏幸福,区域地产,29.55,29.55,20031230
603579,荣泰健康,医疗保健,0.51,1.4,20170111
603959,百利科技,建筑施工,1.49,3.14,20160517
600887,伊利股份,乳制品,60.33,60.78,19960312
002295,精艺股份,铜,2.31,2.51,20090929
603993,洛阳钼业,小金属,129.54,215.99,20121009
600620,天宸股份,综合类,6.87,6.87,19921117
002780,三夫户外,其他商业,0.65,1.12,20151209
002362,汉王科技,电脑设备,1.78,2.17,20100303
603337,杰克股份,纺织机械,0.81,3.06,20170119
600316,XD洪都航,航空,7.17,7.17,20001215
002734,利民股份,农药化肥,1.42,2.8,20150127
300382,斯莱克,专用机械,3.81,5.64,20140129
000922,*ST佳电,电气设备,4.85,4.9,19990618
603331,百达精工,专用机械,0.32,1.27,20170705
300573,兴齐眼药,化学制药,0.53,0.8,20161208
002879,长缆科技,电气设备,1.27,1.93,20170707
002317,众生药业,中成药,6.43,8.14,20091211
600362,江西铜业,铜,20.75,34.63,20020111
002492,恒基达鑫,仓储物流,3.98,4.05,20101102
300330,华虹计通,软件服务,1.68,1.68,20120619
300470,日机密封,机械基件,0.96,1.07,20150612
300297,蓝盾股份,软件服务,7.56,11.75,20120315
600967,内蒙一机,运输设备,9.6,16.9,20040518
300617,安靠智电,电气设备,0.37,1.0,20170228
000988,华工科技,电器仪表,8.91,10.06,20000608
300370,安控科技,电器仪表,6.7,9.58,20140123
300182,捷成股份,软件服务,13.91,25.75,20110222
000780,平庄能源,煤炭开采,10.14,10.14,19970606
002273,水晶光电,元器件,7.99,8.63,20080919
600509,天富能源,火力发电,9.06,11.51,20020228
002528,英飞拓,电脑设备,8.64,11.99,20101224
603813,原尚股份,仓储物流,0.22,0.88,20170918
601566,九牧王,服饰,5.75,5.75,20110530
300073,当升科技,矿物制品,3.35,4.37,20100427
002929,润建通信,通信设备,0.55,2.21,20180301
002663,普邦股份,建筑施工,12.16,17.96,20120316
002018,*ST华信,农药化肥,22.78,22.78,20040713
002465,海格通信,通信设备,19.43,23.07,20100831
002032,苏 泊 尔,家用电器,5.45,8.21,20040817
603181,皇马科技,化工原料,0.5,2.0,20170824
600717,天津港,港口,16.75,16.75,19960614
600710,苏美达,工程机械,6.4,13.07,19960701
002130,沃尔核材,电气设备,9.47,12.62,20070420
600665,天地源,全国地产,8.64,8.64,19930709
300163,先锋新材,其他建材,3.3,4.74,20110113
002771,真视通,软件服务,0.92,1.62,20150629
600712,南宁百货,百货,5.38,5.45,19960626
000900,现代投资,路桥,15.17,15.18,19990128
002902,铭普光磁,元器件,0.35,1.4,20170929
603161,科华控股,汽车配件,0.33,1.33,20180105
002778,高科石化,石油加工,0.56,0.89,20160106
601177,杭齿前进,机械基件,4.0,4.0,20101011
000811,冰轮环境,工程机械,6.05,6.53,19980528
000021,深科技,电脑设备,14.69,14.71,19940202
600312,平高电气,电气设备,13.57,13.57,20010221
002589,瑞康医药,医药商业,11.76,15.05,20110610
002300,太阳电缆,电气设备,5.42,5.43,20091021
300747,锐科激光,元器件,0.32,1.28,20180625
600731,湖南海利,农药化肥,3.27,3.55,19960802
000012,南 玻Ａ,玻璃,17.36,28.57,19920228
603367,辰欣药业,化学制药,1.0,4.53,20170929
600125,铁龙物流,铁路,13.06,13.06,19980511
603305,旭升股份,汽车配件,0.63,4.01,20170710
300528,幸福蓝海,影视音像,1.52,3.73,20160808
603655,朗博科技,汽车配件,0.27,1.06,20171229
601199,江南水务,水务,9.35,9.35,20110317
002634,棒杰股份,服饰,2.7,4.61,20111205
000155,川化股份,农药化肥,9.37,12.7,20000926
300360,炬华科技,电器仪表,2.75,4.1,20140121
000525,红 太 阳,农药化肥,5.07,5.81,19931028
002137,麦达数字,互联网,2.85,5.79,20070613
600824,益民集团,百货,10.54,10.54,19940204
600281,太化股份,化工原料,5.14,5.14,20001109
300635,达安股份,建筑施工,0.4,1.36,20170331
002053,云南能投,食品,3.72,5.58,20060627
603499,翔港科技,广告包装,0.25,1.01,20171016
300669,沪宁股份,机械基件,0.26,0.84,20170629
603725,天安新材,塑料,0.37,1.47,20170906
600838,上海九百,百货,4.01,4.01,19940224
300289,利德曼,生物制药,3.21,4.24,20120216
300661,圣邦股份,元器件,0.42,0.79,20170606
300445,康斯特,电器仪表,0.88,1.66,20150424
601985,中国核电,新型电力,155.65,155.65,20150610
300204,舒泰神,生物制药,4.67,4.77,20110415
002855,捷荣技术,塑料,0.83,2.4,20170321
600246,万通地产,区域地产,12.17,20.54,20000922
603877,太平鸟,服饰,1.99,4.81,20170109
600971,恒源煤电,煤炭开采,10.0,10.0,20040817
000017,深中华A,文教休闲,3.03,5.51,19920331
002237,恒邦股份,黄金,8.36,9.1,20080520
603663,三祥新材,矿物制品,0.49,1.36,20160801
600708,光明地产,全国地产,12.86,22.29,19960606
300652,雷迪克,汽车配件,0.3,0.88,20170516
000883,湖北能源,火力发电,53.46,65.07,19980519
600090,同济堂,医药商业,7.03,14.4,19970616
000895,双汇发展,食品,32.99,33.0,19981210
300727,润禾材料,化工原料,0.32,1.27,20171127
000531,穗恒运Ａ,火力发电,6.85,6.85,19940106
603897,长城科技,电气设备,0.45,1.78,20180410
603818,曲美家居,家居用品,4.84,4.91,20150422
002869,金溢科技,通信设备,0.45,1.18,20170515
300394,天孚通信,通信设备,1.64,1.86,20150217
300381,溢多利,饲料,3.46,4.07,20140128
002351,漫步者,电脑设备,2.99,5.95,20100205
603357,设计总院,建筑施工,0.81,3.25,20170801
600500,中化国际,商贸代理,20.83,20.83,20000301
002060,粤 水 电,建筑施工,12.02,12.02,20060810
603879,永悦科技,化工原料,0.81,1.44,20170614
300233,金城医药,化学制药,3.55,3.93,20110622
600886,国投电力,水力发电,67.86,67.86,19960118
600894,广日股份,运输设备,8.6,8.6,19960328
000685,中山公用,水务,12.53,14.75,19970123
603918,金桥信息,软件服务,1.77,1.79,20150528
600583,海油工程,石油开采,44.21,44.21,20020205
300027,华谊兄弟,影视音像,19.2,27.75,20091030
000506,中润资源,区域地产,9.29,9.29,19930312
000009,中国宝安,综合类,21.2,21.49,19910625
603727,博迈科,石油开采,0.95,2.34,20161122
002632,道明光学,化工原料,5.62,6.26,20111122
300709,精研科技,元器件,0.22,0.88,20171019
002296,辉煌科技,通信设备,3.17,3.77,20090929
002106,莱宝高科,元器件,7.04,7.06,20070112
000560,我爱我家,房产服务,11.3,23.56,19940202
000908,景峰医药,化学制药,7.67,8.8,19990203
300436,广生堂,化学制药,1.12,1.41,20150422
603660,苏州科达,通信设备,2.38,3.6,20161201
002398,建研集团,其他建材,5.23,6.93,20100506
600222,太龙药业,中成药,5.67,5.74,19991105
000933,神火股份,煤炭开采,19.0,19.01,19990831
002876,三利谱,元器件,0.59,0.8,20170525
000736,中交地产,全国地产,4.46,4.46,19970425
300613,富瀚微,半导体,0.13,0.45,20170220
002535,林州重机,工程机械,5.9,8.02,20110111
002757,南兴装备,家居用品,0.97,1.31,20150527
300625,三雄极光,半导体,0.91,2.8,20170317
603277,银都股份,专用机械,0.66,4.01,20170911
300202,聚龙股份,专用机械,4.12,5.5,20110415
000623,吉林敖东,中成药,10.95,11.63,19961028
000729,燕京啤酒,啤酒,25.09,28.19,19970716
300521,爱司凯,专用机械,0.95,1.44,20160705
002099,海翔药业,化学制药,15.92,16.19,20061226
600977,中国电影,影视音像,5.65,18.67,20160809
300215,电科院,电气设备,5.97,7.58,20110511
002031,巨轮智能,汽车配件,18.91,21.99,20040816
000758,中色股份,铅锌,19.69,19.69,19970416
000591,太阳能,新型电力,20.37,30.07,19960208
300682,朗新科技,软件服务,0.45,4.17,20170801
300157,恒泰艾普,石油开采,6.15,7.13,20110107
000702,正虹科技,饲料,2.67,2.67,19970318
603587,地素时尚,服饰,0.61,4.01,20180622
600993,马应龙,中成药,4.3,4.31,20040517
600528,中铁工业,建筑施工,18.38,22.22,20010528
600266,北京城建,区域地产,15.67,15.67,19990203
601228,广州港,港口,14.43,61.93,20170329
002265,西仪股份,汽车配件,3.03,3.19,20080806
002481,双塔食品,食品,11.27,12.63,20100921
002290,中科新材,家用电器,1.64,2.43,20090903
600526,菲达环保,环境保护,5.47,5.47,20020722
603000,人民网,互联网,11.06,11.06,20120427
002777,久远银海,软件服务,0.6,1.73,20151231
600400,红豆股份,服饰,20.3,25.33,20010108
601515,东风股份,广告包装,11.12,11.12,20120216
000488,晨鸣纸业,造纸,11.05,19.36,20001120
600393,粤泰股份,全国地产,9.88,25.36,20010319
300269,联建光电,半导体,3.71,6.13,20111012
300457,赢合科技,专用机械,1.88,3.76,20150514
603178,圣龙股份,汽车配件,0.5,2.03,20170328
603039,泛微网络,软件服务,0.4,1.03,20170113
600185,格力地产,区域地产,20.6,20.6,19990611
002194,*ST凡谷,通信设备,5.3,5.65,20071207
002010,传化智联,染料涂料,4.13,32.58,20040629
603600,永艺股份,家居用品,2.5,3.03,20150123
600794,保税科技,仓储物流,11.92,12.12,19970306
603486,科沃斯,家用电器,0.4,4.0,20180528
603266,天龙股份,塑料,0.35,1.4,20170110
603656,泰禾光电,专用机械,0.63,1.49,20170321
603680,今创集团,运输设备,0.42,4.2,20180227
300455,康拓红外,运输设备,5.0,5.1,20150515
600624,复旦复华,综合类,6.85,6.85,19930105
600355,精伦电子,元器件,4.92,4.92,20020613
600107,美尔雅,服饰,3.6,3.6,19971106
300305,裕兴股份,塑料,2.3,2.89,20120329
002884,凌霄泵业,专用机械,0.69,1.24,20170711
603199,九华旅游,旅游景点,1.11,1.11,20150326
603380,易德龙,元器件,0.48,1.6,20170622
601616,广电电气,电气设备,9.36,9.36,20110201
601002,晋亿实业,机械基件,7.93,7.93,20070126
600170,上海建工,建筑施工,84.87,89.04,19980623
600654,ST中安,软件服务,7.55,12.83,19901219
000668,荣丰控股,区域地产,1.47,1.47,19961210
600540,新赛股份,种植业,4.71,4.71,20040107
002698,博实股份,化工机械,5.31,6.82,20120911
300344,太空智造,其他建材,2.05,3.54,20120801
603059,倍加洁,家居用品,0.2,0.8,20180302
002693,双成药业,化学制药,4.03,4.05,20120808
000659,珠海中富,广告包装,12.86,12.86,19961203
000050,深天马Ａ,元器件,14.01,20.48,19950315
002318,久立特材,特种钢,8.21,8.42,20091211
002306,*ST云网,酒店餐饮,7.95,8.0,20091111
601231,环旭电子,元器件,21.76,21.76,20120220
002084,海鸥住工,家居用品,4.05,5.06,20061124
600547,山东黄金,黄金,14.52,18.57,20030828
300053,欧比特,半导体,4.94,7.02,20100211
300272,开能健康,环境保护,2.67,4.78,20111102
600746,江苏索普,化工原料,3.05,3.06,19960918
000859,国风塑业,塑料,7.39,7.39,19981119
300501,海顺新材,广告包装,0.36,1.01,20160204
002404,嘉欣丝绸,纺织,3.99,5.78,20100511
002837,英维克,专用机械,0.68,2.15,20161229
601808,中海油服,石油开采,29.6,47.72,20070928
603900,莱绅通灵,服饰,0.85,3.4,20161123
300417,南华仪器,电器仪表,0.29,0.82,20150123
002029,七 匹 狼,服饰,7.55,7.56,20040806
000571,新大洲Ａ,综合类,8.04,8.14,19940525
603167,渤海轮渡,水运,4.81,4.93,20120906
600287,江苏舜天,商贸代理,4.37,4.37,20000901
300341,麦迪电气,电气设备,3.69,5.1,20120726
600557,康缘药业,中成药,5.99,6.16,20020918
002899,英派斯,文教休闲,0.3,1.2,20170915
300402,宝色股份,专用机械,0.86,2.02,20141010
000982,*ST 中绒,纺织,18.05,18.05,20000706
002740,爱迪尔,服饰,2.84,3.31,20150122
002585,双星新材,塑料,8.52,11.56,20110602
300004,南风股份,电气设备,4.02,5.09,20091030
603055,台华新材,纺织,0.68,5.48,20170921
300211,亿通科技,通信设备,1.86,3.03,20110505
600748,XD上实发,全国地产,14.08,18.45,19960925
600076,康欣新材,其他建材,7.52,10.34,19970526
600035,楚天高速,路桥,14.91,17.31,20040310
000880,潍柴重机,机械基件,1.35,2.76,19980402
603878,武进不锈,钢加工,1.01,2.02,20161219
002828,贝肯能源,石油开采,0.99,2.05,20161208
002692,睿康股份,电气设备,5.8,7.18,20120808
000590,启迪古汉,中成药,2.23,2.39,19960119
603855,华荣股份,专用机械,2.02,3.31,20170524
600644,乐山电力,水力发电,5.38,5.38,19930426
600169,太原重工,工程机械,25.64,25.64,19980904
002104,恒宝股份,元器件,6.02,7.12,20070110
300589,江龙船艇,船舶,0.6,2.03,20170113
002447,晨鑫科技,互联网,11.5,14.27,20100713
603225,新凤鸣,化纤,1.19,8.43,20170418
002095,生 意 宝,互联网,2.52,2.53,20061215
002838,道恩股份,塑料,0.75,2.52,20170106
600567,山鹰纸业,造纸,45.7,45.7,20011218
300117,嘉寓股份,装修装饰,7.14,7.17,20100902
601369,陕鼓动力,机械基件,16.39,16.39,20100428
603006,联明股份,汽车配件,0.71,1.92,20140630
601898,中煤能源,煤炭开采,91.52,132.59,20080201
000599,青岛双星,汽车配件,6.28,8.36,19960430
000650,仁和药业,中成药,12.38,12.38,19961210
600530,交大昂立,医疗保健,7.8,7.8,20010702
603356,华菱精工,机械基件,0.33,1.33,20180124
600235,民丰特纸,造纸,3.51,3.51,20000615
002328,新朋股份,汽车配件,3.25,4.48,20091230
600862,中航高科,航空,7.91,13.93,19940520
002283,天润曲轴,汽车配件,11.25,11.28,20090821
603208,江山欧派,家居用品,0.31,0.81,20170210
603922,金鸿顺,汽车配件,0.32,1.28,20171023
300672,国科微,半导体,0.56,1.12,20170712
002393,力生制药,化学制药,1.82,1.82,20100423
603165,荣晟环保,造纸,0.44,1.8,20170117
300696,爱乐达,航空,0.29,1.17,20170822
002538,司尔特,农药化肥,6.99,7.18,20110118
600825,新华传媒,出版业,10.45,10.45,19940204
300741,华宝股份,食品,0.62,6.16,20180301
300093,金刚玻璃,玻璃,2.15,2.16,20100708
000421,南京公用,供气供热,5.73,5.73,19960806
002297,博云新材,矿物制品,3.97,4.71,20090929
601158,重庆水务,水务,48.0,48.0,20100329
603328,依顿电子,元器件,9.92,9.98,20140701
600936,广西广电,影视音像,11.96,16.71,20160815
600098,广州发展,火力发电,27.26,27.26,19970718
002348,高乐股份,文教休闲,7.38,9.47,20100203
300268,佳沃股份,农业综合,0.98,1.34,20110927
002681,奋达科技,家用电器,10.11,20.8,20120605
002064,华峰氨纶,化纤,15.39,16.77,20060823
002491,通鼎互联,通信设备,11.87,12.62,20101021
002118,紫鑫药业,中成药,10.25,12.81,20070302
300155,安居宝,元器件,2.78,5.43,20110107
002017,东信和平,通信设备,3.45,3.46,20040713
603580,艾艾精工,化工原料,0.3,0.93,20170525
600429,三元股份,乳制品,8.85,14.98,20030915
600299,安迪苏,化学制药,5.75,26.82,20000420
002429,兆驰股份,家用电器,39.73,45.27,20100610
600184,光电股份,专用机械,4.19,5.09,20031106
002079,苏州固锝,半导体,7.26,7.28,20061116
000993,闽东电力,水力发电,3.73,4.58,20000731
000822,山东海化,化工原料,8.95,8.95,19980703
300698,万马科技,通信设备,0.34,1.34,20170831
002612,朗姿股份,服饰,2.09,4.0,20110830
600575,皖江物流,水运,31.25,38.86,20030328
600481,双良节能,环境保护,16.2,16.36,20030422
002906,华阳集团,汽车配件,0.73,4.73,20171013
002144,宏达高科,纺织,1.37,1.77,20070803
600368,五洲交通,路桥,11.26,11.26,20001221
002227,奥 特 迅,电气设备,2.2,2.21,20080506
603728,鸣志电器,电气设备,1.76,4.16,20170509
600071,凤凰光学,元器件,2.37,2.37,19970528
300275,梅安森,软件服务,1.19,1.64,20111102
300500,启迪设计,建筑施工,0.43,1.34,20160204
600168,武汉控股,水务,7.1,7.1,19980427
600502,安徽水利,建筑施工,9.11,17.21,20030415
601168,西部矿业,铜,23.83,23.83,20070712
002783,凯龙股份,化工原料,1.71,3.34,20151209
603013,亚普股份,汽车配件,0.6,5.1,20180509
000401,冀东水泥,水泥,13.47,13.48,19960614
600017,日照港,港口,30.76,30.76,20061017
002514,宝馨科技,机械基件,3.58,5.54,20101203
600123,兰花科创,煤炭开采,11.42,11.42,19981217
002403,爱仕达,家用电器,2.89,3.5,20100511
300080,易成新能,半导体,5.02,5.03,20100625
000417,合肥百货,百货,7.79,7.8,19960812
603505,金石资源,矿物制品,1.12,2.4,20170503
002859,洁美科技,元器件,1.08,2.56,20170407
300604,长川科技,专用机械,0.66,1.48,20170417
002460,赣锋锂业,小金属,7.86,11.15,20100810
600836,界龙实业,广告包装,6.63,6.63,19940224
300486,东杰智能,专用机械,1.34,1.63,20150630
603733,仙鹤股份,造纸,0.62,6.12,20180420
600676,交运股份,公共交通,9.62,10.28,19930928
603883,老百姓,医药商业,2.67,2.85,20150423
600996,贵广网络,影视音像,2.98,10.43,20161226
600594,益佰制药,中成药,7.92,7.92,20040323
601216,君正集团,化工原料,84.38,84.38,20110222
603321,梅轮电梯,运输设备,0.77,3.07,20170915
600630,龙头股份,纺织,4.25,4.25,19930209
002115,三维通信,通信设备,3.45,5.54,20070215
002671,龙泉股份,其他建材,3.38,4.72,20120426
002489,浙江永强,家居用品,18.76,21.76,20101021
002378,章源钨业,小金属,9.23,9.24,20100331
300548,博创科技,元器件,0.34,0.83,20161012
300509,新美星,专用机械,0.5,1.52,20160425
601618,中国中冶,建筑施工,178.53,207.24,20090921
002337,赛象科技,化工机械,5.88,5.89,20100115
603050,科林电气,电气设备,0.8,1.6,20170414
002034,旺能环境,环境保护,0.9,4.17,20040826
002527,新时达,电器仪表,4.22,6.2,20101224
600988,赤峰黄金,黄金,14.26,14.26,20040414
002490,山东墨龙,化工机械,3.06,7.98,20101021
300230,永利股份,塑料,5.4,8.16,20110615
600835,上海机电,运输设备,8.07,10.23,19940224
601700,风范股份,电气设备,11.33,11.33,20110118
300519,新光药业,中成药,0.99,1.6,20160624
300415,伊之密,专用机械,3.01,4.32,20150123
002361,神剑股份,化工原料,6.0,8.63,20100303
002277,友阿股份,百货,14.17,14.17,20090717
603377,东方时尚,汽车服务,1.65,5.88,20160205
601678,滨化股份,化工原料,15.44,15.44,20100223
600421,ST仰帆,机械基件,1.96,1.96,20040607
600270,外运发展,仓储物流,9.05,9.05,20001228
600376,首开股份,区域地产,25.46,25.8,20010312
002021,中捷资源,纺织机械,6.88,6.88,20040715
000422,*ST宜化,农药化肥,8.98,8.98,19960815
300531,优博讯,软件服务,1.22,2.8,20160809
002329,皇氏集团,乳制品,5.14,8.38,20100106
002462,嘉事堂,医药商业,2.49,2.51,20100818
600180,瑞茂通,仓储物流,10.16,10.16,19980703
002733,雄韬股份,电气设备,3.12,3.5,20141203
002124,天邦股份,饲料,7.91,11.6,20070403
600236,桂冠电力,水力发电,36.04,60.63,20000323
300193,佳士科技,专用机械,4.59,5.07,20110322
600081,东风科技,汽车配件,3.14,3.14,19970703
300547,川环科技,橡胶,0.63,1.23,20160930
600163,中闽能源,新型电力,9.99,9.99,19980602
600758,红阳能源,煤炭开采,6.76,13.31,19961029
002596,海南瑞泽,其他建材,7.26,10.74,20110707
600050,中国联通,电信运营,211.97,310.28,20021009
000762,西藏矿业,小金属,4.76,5.21,19970708
300171,东富龙,医疗保健,3.34,6.28,20110201
002066,瑞泰科技,其他建材,2.31,2.31,20060823
601069,西部黄金,黄金,6.36,6.36,20150122
300678,中科信息,软件服务,0.45,1.8,20170728
002165,红 宝 丽,化工原料,5.27,6.02,20070913
000011,深物业A,区域地产,1.76,5.96,19920330
002920,德赛西威,汽车配件,1.0,5.5,20171226
300315,掌趣科技,互联网,27.01,27.58,20120511
603787,新日股份,摩托车,0.71,2.04,20170427
603416,信捷电气,电气设备,0.35,1.41,20161221
600997,开滦股份,煤炭开采,12.35,15.88,20040602
000903,云内动力,机械基件,17.41,19.71,19990415
603712,七一二,通信设备,1.0,7.72,20180226
002882,金龙羽,电气设备,0.83,4.25,20170717
603757,大元泵业,专用机械,0.35,1.17,20170711
300435,中泰股份,机械基件,1.0,2.49,20150326
000869,张 裕Ａ,红黄药酒,4.53,6.85,20001026
000965,天保基建,区域地产,11.1,11.1,20000406
002332,仙琚制药,生物制药,7.21,9.16,20100112
600373,中文传媒,出版业,13.78,13.78,20020304
300017,网宿科技,电信运营,16.08,24.33,20091030
002826,易明医药,中成药,1.32,1.9,20161209
000985,大庆华科,化工原料,1.3,1.3,20000726
600056,中国医药,医药商业,10.12,10.68,19970515
000663,永安林业,林业,1.97,3.41,19961206
601800,中国交建,建筑施工,117.47,161.75,20120309
002513,蓝丰生化,农药化肥,2.5,3.4,20101203
002274,华昌化工,农药化肥,4.9,6.35,20080925
600193,*ST创兴,装修装饰,4.25,4.25,19990527
000586,汇源通信,通信设备,1.93,1.93,19951220
600268,国电南自,电气设备,6.35,6.95,19991118
300406,九强生物,生物制药,3.3,5.02,20141030
002204,大连重工,专用机械,19.31,19.31,20080116
603035,常熟汽饰,汽车配件,1.72,2.8,20170105
600884,杉杉股份,综合类,8.22,11.23,19960130
002743,富煌钢构,钢加工,3.32,3.37,20150217
603569,长久物流,仓储物流,0.8,5.6,20160810
600356,恒丰纸业,造纸,2.99,2.99,20010419
300122,智飞生物,生物制药,8.69,16.0,20100928
601890,亚星锚链,船舶,9.59,9.59,20101228
600798,宁波海运,水运,10.31,10.31,19970423
600078,澄星股份,化工原料,6.63,6.63,19970627
002770,科迪乳业,乳制品,5.82,10.95,20150630
000550,江铃汽车,汽车整车,5.18,8.63,19931201
600650,锦江投资,公共交通,3.91,5.52,19930607
002702,海欣食品,食品,2.96,4.81,20121011
600272,开开实业,中成药,1.6,2.43,20010228
300355,蒙草生态,环境保护,11.58,16.04,20120927
002588,史丹利,农药化肥,7.3,11.57,20110610
000882,华联股份,百货,24.82,27.37,19980616
000415,渤海金控,多元金融,35.48,61.85,19960716
002340,格林美,小金属,31.14,38.16,20100122
601900,南方传媒,出版业,1.76,8.96,20160215
300243,瑞丰高材,化工原料,1.68,2.11,20110712
300135,宝利国际,化工原料,9.22,9.22,20101026
002183,怡 亚 通,仓储物流,21.2,21.23,20071113
000898,鞍钢股份,普钢,61.49,72.35,19971225
002156,通富微电,半导体,9.72,11.54,20070816
600736,苏州高新,园区开发,11.94,11.94,19960815
300024,机器人,专用机械,15.14,15.6,20091030
002080,中材科技,化纤,6.4,12.91,20061120
300151,昌红科技,机械基件,2.87,5.03,20101222
603901,永创智能,专用机械,1.84,4.0,20150529
300239,东宝生物,生物制药,4.45,4.64,20110706
300454,深信服,软件服务,0.4,4.0,20180516
