code,name,industry,outstanding,totals,timeToMarket
300043,星辉娱乐,文教休闲,9.09,12.44,20100120
002721,金一文化,服饰,5.24,8.35,20140127
002186,全 聚 德,酒店餐饮,3.06,3.08,20071120
603659,璞泰来,化工原料,0.64,4.33,20171103
601368,绿城水务,水务,7.36,7.36,20150612
600446,金证股份,软件服务,8.35,8.53,20031224
002572,索菲亚,家居用品,6.2,9.23,20110412
002162,悦心健康,医疗保健,8.52,8.56,20070823
600704,物产中大,商贸代理,13.38,43.07,19960606
600160,巨化股份,化工原料,26.58,27.45,19980626
603089,正裕工业,汽车配件,0.31,1.07,20170126
002427,*ST尤夫,化纤,3.85,3.98,20100608
300707,威唐工业,专用机械,0.39,1.57,20171010
300611,美力科技,机械基件,0.68,1.79,20170220
002259,升达林业,家居用品,7.24,7.52,20080716
000635,英 力 特,化工原料,3.03,3.03,19961120
002813,路畅科技,汽车配件,0.3,1.2,20161012
601113,华鼎股份,化纤,6.4,11.14,20110509
601107,四川成渝,路桥,21.63,30.58,20090727
000932,华菱钢铁,普钢,30.15,30.16,19990803
002246,北化股份,化工原料,4.14,5.49,20080605
600109,国金证券,证券,30.24,30.24,19970807
300075,数字政通,软件服务,2.76,4.24,20100427
002711,欧浦智网,仓储物流,10.49,10.56,20140127
300311,任子行,软件服务,3.54,6.8,20120425
300599,雄塑科技,塑料,0.91,3.04,20170123
002152,广电运通,电脑设备,19.72,24.29,20070813
600668,尖峰集团,水泥,3.44,3.44,19930728
000776,广发证券,证券,59.19,76.21,19970611
600182,S佳通,汽车配件,1.7,3.4,19990507
600511,国药股份,医药商业,2.78,7.67,20021127
300496,中科创达,软件服务,2.29,4.04,20151210
300295,三六五网,互联网,1.77,1.93,20120315
002269,美邦服饰,服饰,25.13,25.13,20080828
300391,康跃科技,机械基件,0.78,2.34,20140801
603080,新疆火炬,供气供热,0.36,1.42,20180103
600278,东方创业,商贸代理,5.22,5.22,20000712
002420,毅昌股份,塑料,3.92,4.01,20100601
603661,恒林股份,家居用品,0.25,1.0,20171121
600726,华电能源,火力发电,15.35,19.67,19960701
600391,航发科技,航空,3.3,3.3,20011212
300161,华中数控,机床制造,1.65,1.73,20110113
002781,奇信股份,装修装饰,0.92,2.25,20151222
300418,昆仑万维,互联网,6.17,11.52,20150121
601908,京运通,电气设备,19.93,19.95,20110908
002358,森源电气,电气设备,9.1,9.3,20100210
600216,浙江医药,化学制药,9.47,9.66,19991021
002776,柏堡龙,服饰,2.06,3.61,20150626
000627,天茂集团,保险,13.54,49.41,19961112
300260,新莱应材,机械基件,1.37,2.02,20110906
002038,双鹭药业,生物制药,5.67,6.85,20040909
601969,海南矿业,普钢,19.55,19.55,20141209
600718,东软集团,软件服务,12.37,12.43,19960618
300287,飞利信,软件服务,11.19,14.35,20120201
601500,通用股份,汽车配件,1.75,7.27,20160919
300701,森霸传感,元器件,0.2,0.8,20170915
000633,合金投资,综合类,3.85,3.85,19961112
002146,荣盛发展,全国地产,38.92,43.48,20070808
300352,北信源,软件服务,10.44,14.5,20120912
000856,冀东装备,机械基件,2.27,2.27,19980813
300369,绿盟科技,软件服务,5.99,8.01,20140129
300256,星星科技,元器件,5.94,9.67,20110819
300405,科隆股份,化工原料,1.33,1.52,20141030
600176,中国巨石,玻璃,35.02,35.02,19990422
600028,中国石化,石油加工,955.58,1210.71,20010808
300541,先进数通,软件服务,0.76,1.81,20160913
002810,山东赫达,化工原料,0.61,1.19,20160826
002181,粤 传 媒,出版业,11.34,11.61,20071116
600863,内蒙华电,火力发电,58.08,58.08,19940520
002560,通达股份,电气设备,2.75,4.29,20110303
002401,中远海科,软件服务,3.01,3.03,20100506
300591,万里马,服饰,1.09,3.12,20170110
300490,华自科技,电气设备,0.91,2.29,20151231
300321,同大股份,塑料,0.83,0.89,20120523
603259,药明康德,化学制药,1.04,10.42,20180508
600831,广电网络,影视音像,5.63,6.05,19940224
601117,中国化学,建筑施工,49.33,49.33,20100107
300237,美晨生态,建筑施工,11.67,14.53,20110629
600939,重庆建工,建筑施工,4.1,18.15,20170221
000601,韶能股份,水力发电,10.8,10.81,19960830
600684,珠江实业,全国地产,8.53,8.53,19931028
300483,沃施股份,专用机械,0.61,0.61,20150630
603585,苏利股份,化工原料,0.54,1.8,20161214
603801,志邦股份,家居用品,0.83,1.6,20170630
300033,同花顺,软件服务,2.64,5.38,20091225
000151,中成股份,商贸代理,2.67,2.96,20000906
603917,合力科技,专用机械,0.39,1.57,20171204
300461,田中精机,专用机械,0.93,1.27,20150519
600269,赣粤高速,路桥,23.35,23.35,20000518
600019,宝钢股份,普钢,221.01,222.68,20001212
002308,威创股份,电脑设备,8.35,9.1,20091127
002110,三钢闽光,普钢,9.91,16.34,20070126
000598,兴蓉环境,水务,29.86,29.86,19960529
603214,爱婴室,百货,0.25,1.0,20180330
300563,神宇股份,通信设备,0.32,0.8,20161114
601138,工业富联,通信设备,11.18,196.95,20180608
300387,富邦股份,化工原料,2.89,2.91,20140702
601099,太平洋,证券,64.79,68.16,20071228
600406,国电南瑞,软件服务,22.06,45.84,20031016
300433,蓝思科技,元器件,6.7,39.44,20150318
600606,绿地控股,全国地产,121.68,121.68,19920327
600895,张江高科,园区开发,15.49,15.49,19960422
600167,联美控股,供气供热,8.22,17.6,19990128
600571,信雅达,软件服务,4.24,4.4,20021101
603616,韩建河山,其他建材,2.93,2.93,20150611
300058,蓝色光标,广告包装,16.62,21.82,20100226
601968,宝钢包装,广告包装,8.33,8.33,20150611
300331,苏大维格,元器件,1.31,2.26,20120628
002651,利君股份,专用机械,3.78,10.03,20120106
002397,梦洁股份,纺织,4.28,7.8,20100429
601918,新集能源,煤炭开采,25.91,25.91,20071219
000910,大亚圣象,家居用品,5.29,5.55,19990630
000592,平潭发展,林业,19.13,19.32,19960327
601798,*ST蓝科,化工机械,3.55,3.55,20110622
002164,宁波东力,电气设备,4.09,6.99,20070823
000828,东莞控股,路桥,10.4,10.4,19970617
300327,中颖电子,半导体,2.28,2.31,20120613
000498,山东路桥,建筑施工,4.41,11.2,19970609
601828,美凯龙,其他商业,3.15,39.39,20180117
002736,国信证券,证券,82.0,82.0,20141229
002912,中新赛克,软件服务,0.27,1.07,20171121
600711,盛屯矿业,小金属,14.97,16.77,19960531
600819,耀皮玻璃,玻璃,7.47,9.35,19940128
600651,飞乐音响,电器仪表,9.85,9.91,19901219
603619,中曼石油,石油开采,0.4,4.0,20171117
000731,四川美丰,农药化肥,5.91,5.91,19970617
603939,益丰药房,医药商业,3.63,3.63,20150217
603556,海兴电力,电器仪表,1.68,4.95,20161110
600765,中航重机,机械基件,7.78,7.78,19961106
600455,博通股份,软件服务,0.62,0.62,20040329
300290,荣科科技,软件服务,3.21,3.39,20120216
002074,国轩高科,电气设备,11.13,11.37,20061018
002307,北新路桥,建筑施工,8.92,8.98,20091111
300439,美康生物,医疗保健,1.99,3.47,20150422
002203,海亮股份,铜,16.27,16.96,20080116
002360,同德化工,化工原料,2.98,3.92,20100303
001979,招商蛇口,全国地产,19.0,79.04,20151230
000815,美利云,造纸,3.17,6.95,19980609
002244,滨江集团,区域地产,27.03,31.11,20080529
603203,快克股份,专用机械,0.53,1.58,20161108
300147,香雪制药,中成药,6.6,6.61,20101215
600093,易见股份,仓储物流,11.22,11.22,19970626
002862,实丰文化,文教休闲,0.31,0.8,20170411
300274,阳光电源,电气设备,10.66,14.52,20111102
601607,上海医药,医药商业,19.23,28.42,19940324
300165,天瑞仪器,电器仪表,3.04,4.62,20110125
300712,永福股份,建筑施工,0.35,1.4,20171031
000851,高鸿股份,软件服务,8.28,9.08,19980609
002407,多氟多,化工原料,5.44,6.46,20100518
002421,达实智能,软件服务,14.88,19.02,20100603
000099,中信海直,空运,6.06,6.06,20000731
601388,怡球资源,铝,20.25,20.25,20120423
603998,方盛制药,中成药,4.25,4.31,20141205
000517,荣安地产,区域地产,30.36,31.84,19930806
000166,申万宏源,证券,200.28,225.36,20150126
600552,凯盛科技,玻璃,7.41,7.67,20021108
002667,鞍重股份,工程机械,1.59,2.31,20120329
603876,鼎胜新材,铝,0.65,4.3,20180418
300328,宜安科技,铝,4.1,4.6,20120619
600202,*ST哈空,电气设备,3.83,3.83,19990603
300051,三五互联,互联网,2.45,3.68,20100211
300629,新劲刚,矿物制品,0.43,1.0,20170324
300631,久吾高科,环境保护,0.71,1.03,20170323
600121,郑州煤电,煤炭开采,10.15,10.15,19980107
000039,中集集团,轻工机械,12.68,29.85,19940408
000750,国海证券,证券,42.16,42.16,19970709
300527,中国应急,专用机械,2.58,8.75,20160805
300264,佳创视讯,通信设备,3.19,4.13,20110916
603268,松发股份,陶瓷,1.23,1.25,20150319
002380,科远股份,电气设备,1.43,2.4,20100331
300248,新开普,软件服务,3.08,4.81,20110729
300319,麦捷科技,元器件,4.72,6.94,20120523
300307,慈星股份,纺织机械,7.93,8.02,20120329
000995,*ST皇台,白酒,1.77,1.77,20000807
002831,裕同科技,广告包装,1.19,4.0,20161216
002649,博彦科技,软件服务,4.08,5.26,20120106
600082,海泰发展,园区开发,6.33,6.46,19970620
300395,菲利华,玻璃,2.66,2.99,20140910
300719,安达维尔,航空,0.63,2.53,20171109
600649,城投控股,区域地产,24.21,25.3,19930518
600648,外高桥,园区开发,9.35,11.35,19930504
002396,星网锐捷,通信设备,5.34,5.83,20100623
300371,汇中股份,电器仪表,0.57,1.2,20140123
600667,太极实业,半导体,11.91,21.06,19930728
600501,航天晨光,汽车配件,4.21,4.21,20010615
300681,英搏尔,元器件,0.19,0.76,20170725
600359,新农开发,农业综合,3.82,3.82,19990429
603848,好太太,家居用品,0.41,4.01,20171201
300235,方直科技,软件服务,1.06,1.68,20110629
300706,阿石创,元器件,0.35,1.41,20170926
601555,东吴证券,证券,28.91,30.0,20111212
600025,华能水电,水力发电,18.0,180.0,20171215
601179,中国西电,电气设备,51.26,51.26,20100128
001896,豫能控股,火力发电,9.3,11.51,19980122
000002,万 科Ａ,全国地产,97.15,110.39,19910129
000662,天夏智慧,软件服务,3.74,10.93,19961216
000732,泰禾集团,区域地产,12.43,12.44,19970704
600773,西藏城投,区域地产,7.29,8.2,19961108
300622,博士眼镜,其他商业,0.38,0.87,20170315
002253,川大智胜,软件服务,2.09,2.26,20080623
603366,日出东方,家用电器,8.0,8.0,20120521
000821,京山轻机,轻工机械,4.41,5.38,19980626
300610,晨化股份,化工原料,0.5,1.51,20170213
300421,力星股份,机械基件,1.21,1.34,20150217
600605,汇通能源,商贸代理,1.47,1.47,19920327
603100,川仪股份,电器仪表,2.59,3.95,20140805
000608,阳光股份,区域地产,7.5,7.5,19960919
300688,创业黑马,综合类,0.17,0.68,20170810
002081,金 螳 螂,装修装饰,25.59,26.43,20061120
600803,新奥股份,农药化肥,12.29,12.29,19940103
300079,数码科技,通信设备,12.09,14.34,20100430
600405,动力源,电气设备,5.53,5.62,20040401
600339,中油工程,石油加工,15.52,55.83,20001225
300085,银之杰,软件服务,3.92,7.07,20100526
300488,恒锋工具,机械基件,0.3,1.05,20150701
002552,*ST宝鼎,机械基件,2.0,3.06,20110225
002532,新界泵业,农用机械,4.03,5.15,20101231
603108,润达医疗,医药商业,5.08,5.8,20150527
300218,安利股份,塑料,2.16,2.17,20110518
300105,龙源技术,电器仪表,5.13,5.13,20100820
600617,国新能源,供气供热,8.98,10.85,19921013
300581,晨曦航空,航空,0.6,1.72,20161220
601952,苏垦农发,种植业,4.09,13.78,20170515
300536,农尚环境,建筑施工,0.61,1.68,20160920
002928,华夏航空,空运,0.41,4.0,20180302
002805,丰元股份,化工原料,0.53,0.97,20160707
600657,信达地产,全国地产,15.24,15.24,19930524
002504,弘高创意,装修装饰,4.15,10.26,20101118
601311,骆驼股份,电气设备,8.48,8.48,20110602
300292,吴通控股,通信设备,8.25,12.75,20120229
603528,多伦科技,软件服务,1.88,6.27,20160503
000899,赣能股份,火力发电,6.47,9.76,19971126
000570,苏常柴Ａ,机械基件,4.11,5.61,19940701
600095,哈高科,区域地产,3.61,3.61,19970708
002883,中设股份,建筑施工,0.31,0.87,20170620
300432,富临精工,汽车配件,3.84,4.97,20150319
000032,深桑达Ａ,元器件,2.79,4.22,19931028
300447,全信股份,电气设备,1.6,3.13,20150422
600183,生益科技,元器件,21.17,21.17,19981028
002177,御银股份,电脑设备,6.45,7.61,20071101
002400,省广集团,广告包装,16.57,17.43,20100506
600310,桂东电力,水力发电,8.28,8.28,20010228
601018,宁波港,港口,128.0,131.73,20100928
002724,海洋王,半导体,3.32,7.2,20141104
000671,阳 光 城,区域地产,32.48,40.5,19961218
300628,亿联网络,通信设备,0.75,2.99,20170317
600020,中原高速,路桥,22.47,22.47,20030808
300038,梅泰诺,通信设备,4.1,11.72,20100108
600858,银座股份,百货,5.18,5.2,19940506
002587,奥拓电子,元器件,3.93,6.11,20110610
002214,大立科技,电器仪表,3.55,4.59,20080218
300730,科创信息,软件服务,0.4,1.58,20171205
603618,杭电股份,电气设备,6.87,6.87,20150217
002016,世荣兆业,区域地产,6.87,8.09,20040708
300120,经纬辉开,电气设备,2.13,3.9,20100917
603806,福斯特,塑料,5.23,5.23,20140905
600728,佳都科技,软件服务,13.79,16.19,19960716
600483,福能股份,火力发电,12.58,15.52,20040531
000536,华映科技,元器件,20.03,27.66,19931126
002522,浙江众成,塑料,8.51,9.06,20101210
000609,中迪投资,区域地产,2.69,2.99,19961010
300205,天喻信息,元器件,4.25,4.3,20110421
600681,百川能源,供气供热,3.27,10.32,19931018
600159,大龙地产,区域地产,8.3,8.3,19980526
600369,XD西南证,证券,56.45,56.45,20010109
002529,海源机械,专用机械,2.0,2.6,20101224
002149,西部材料,小金属,4.25,4.25,20070810
002441,众业达,批发业,3.92,5.45,20100706
000595,宝塔实业,机械基件,7.45,7.64,19960419
002230,科大讯飞,软件服务,18.15,20.82,20080512
600238,*ST椰岛,红黄药酒,4.45,4.48,20000120
600099,林海股份,摩托车,2.19,2.19,19970704
002827,高争民爆,化工原料,0.63,1.84,20161209
000862,银星能源,新型电力,5.01,7.06,19980915
300359,全通教育,文教休闲,4.14,6.34,20140121
603131,上海沪工,专用机械,0.5,2.0,20160607
600460,士兰微,半导体,12.47,13.12,20030311
002197,证通电子,电器仪表,4.35,5.15,20071218
603488,展鹏科技,电气设备,0.96,2.09,20170516
600284,浦东建设,建筑施工,9.7,9.7,20040316
600537,亿晶光电,半导体,11.76,11.76,20030123
000878,云南铜业,铜,14.16,14.16,19980602
600663,陆家嘴,园区开发,24.45,33.62,19930628
002811,亚泰国际,装修装饰,0.45,1.8,20160908
600255,梦舟股份,铜,17.7,17.7,20001122
600104,上汽集团,汽车整车,115.03,116.83,19971125
002280,联络互动,软件服务,18.5,21.77,20090821
300555,路通视信,通信设备,0.93,2.0,20161018
600569,安阳钢铁,普钢,23.94,23.94,20010820
300333,兆日科技,元器件,3.31,3.36,20120628
600383,金地集团,全国地产,45.15,45.15,20010412
600292,远达环保,环境保护,7.81,7.81,20001101
002881,美格智能,通信设备,0.45,1.81,20170622
603989,艾华集团,元器件,3.9,3.9,20150515
300440,运达科技,软件服务,4.46,4.52,20150423
000837,秦川机床,机床制造,5.83,6.93,19980928
002501,利源精制,铝,9.39,12.15,20101117
300676,华大基因,医疗保健,2.47,4.0,20170714
000886,海南高速,路桥,9.65,9.89,19980123
300699,光威复材,化工原料,0.92,3.68,20170901
600516,方大炭素,矿物制品,17.19,17.89,20020830
300029,天龙光电,专用机械,1.9,2.0,20091225
002467,二六三,电信运营,6.29,7.87,20100908
600697,欧亚集团,百货,1.55,1.59,19931206
002768,国恩股份,塑料,0.87,2.71,20150630
002683,宏大爆破,化工原料,5.96,7.01,20120612
300257,开山股份,机械基件,8.19,8.58,20110819
300286,安科瑞,电器仪表,1.64,2.17,20120113
600064,南京高科,园区开发,12.36,12.36,19970506
002730,电光科技,电气设备,2.9,3.23,20141009
000809,铁岭新城,区域地产,8.25,8.25,19980616
603083,剑桥科技,通信设备,0.24,0.98,20171110
601599,鹿港文化,影视音像,8.73,8.94,20110527
603015,弘讯科技,电气设备,4.02,4.07,20150303
600735,新华锦,商贸代理,3.76,3.76,19960726
600986,科达股份,互联网,7.57,13.26,20040426
002635,安洁科技,电脑设备,3.2,7.38,20111125
300466,赛摩电气,电器仪表,2.76,5.53,20150528
603991,至正股份,塑料,0.41,0.75,20170308
603679,华体科技,电气设备,0.35,1.01,20170621
002092,中泰化学,化工原料,20.34,21.46,20061208
300526,中潜股份,专用机械,0.6,1.71,20160802
601188,龙江交通,路桥,13.16,13.16,20100319
000419,通程控股,百货,5.43,5.44,19960816
002063,远光软件,软件服务,5.35,6.07,20060823
000971,高升控股,互联网,5.91,10.22,20000427
600959,江苏有线,影视音像,38.85,38.85,20150428
600882,广泽股份,乳制品,4.03,4.11,19951206
600396,金山股份,火力发电,11.65,14.73,20010328
600302,标准股份,纺织机械,3.46,3.46,20001213
300380,安硕信息,软件服务,0.71,1.37,20140128
002802,洪汇新材,化工原料,0.36,1.08,20160629
600353,旭光股份,元器件,5.44,5.44,20021120
600546,山煤国际,煤炭开采,19.82,19.82,20030731
300468,四方精创,软件服务,1.85,1.95,20150527
600520,文一科技,机械基件,1.58,1.58,20020108
600807,*ST天业,区域地产,7.87,8.85,19940103
002150,通润装备,机械基件,2.74,2.74,20070810
002449,国星光电,半导体,6.08,6.18,20100716
300580,贝斯特,汽车配件,0.66,2.0,20170111
600370,三房巷,纺织,7.97,7.97,20030306
000600,建投能源,火力发电,10.9,17.92,19960606
603396,金辰股份,专用机械,0.19,0.76,20171018
600582,天地科技,工程机械,41.39,41.39,20020515
600495,晋西车轴,运输设备,12.08,12.08,20040526
002466,天齐锂业,小金属,11.36,11.42,20100831
603912,佳力图,专用机械,0.52,2.1,20171101
002206,海 利 得,化纤,9.5,12.23,20080123
000801,四川九洲,通信设备,10.23,10.23,19980506
600241,时代万恒,商贸代理,1.93,2.94,20001128
601126,四方股份,电气设备,8.13,8.13,20101231
600207,安彩高科,元器件,6.9,8.63,19990714
002568,百润股份,红黄药酒,4.59,5.32,20110325
002631,德尔未来,家居用品,6.47,6.68,20111111
000088,盐 田 港,港口,19.42,19.42,19970728
300007,汉威科技,电器仪表,2.27,2.93,20091030
600870,*ST厦华,家用电器,5.23,5.23,19950228
600558,大西洋,钢加工,8.98,8.98,20010227
002594,比亚迪,汽车整车,11.38,27.28,20110630
600409,三友化工,化工原料,20.37,20.64,20030618
601929,吉视传媒,影视音像,31.11,31.11,20120223
600589,广东榕泰,塑料,6.62,7.05,20010612
300255,常山药业,生物制药,6.1,9.35,20110819
000587,金洲慈航,批发业,12.13,21.24,19960425
603566,普莱柯,生物制药,3.21,3.24,20150518
002751,易尚展示,家居用品,0.93,1.55,20150424
600839,四川长虹,家用电器,46.14,46.16,19940311
603699,纽威股份,专用机械,7.5,7.5,20140117
002093,国脉科技,电信运营,9.73,10.08,20061215
603716,塞力斯,医药商业,0.96,2.05,20161031
002440,闰土股份,染料涂料,9.24,11.51,20100706
000810,创维数字,家用电器,9.6,10.7,19980602
603232,格尔软件,软件服务,0.51,0.85,20170421
000701,厦门信达,综合类,3.78,4.07,19970226
300639,凯普生物,医疗保健,0.9,1.82,20170412
300071,华谊嘉信,广告包装,4.82,6.78,20100421
300450,先导智能,专用机械,4.57,8.82,20150518
000516,国际医学,百货,19.33,19.71,19930809
002877,智能自控,电器仪表,0.52,2.08,20170605
300115,长盈精密,元器件,9.05,9.1,20100902
300711,广哈通信,通信设备,0.36,1.44,20171101
600545,卓郎智能,纺织机械,6.76,18.95,20031203
600797,浙大网新,软件服务,8.4,10.56,19970418
002326,永太科技,化工原料,5.25,8.2,20091222
002679,福建金森,林业,2.36,2.36,20120605
600611,大众交通,公共交通,15.63,23.64,19920807
002139,拓邦股份,元器件,7.84,10.2,20070629
002540,亚太科技,铝,7.05,12.71,20110118
002001,新 和 成,化学制药,18.24,21.49,20040625
601198,东兴证券,证券,27.58,27.58,20150226
002175,东方网络,电器仪表,5.29,7.54,20071012
002678,珠江钢琴,文教休闲,12.41,13.58,20120530
002174,游族网络,互联网,5.77,8.88,20070925
300717,华信新材,塑料,0.26,1.02,20171106
300133,华策影视,影视音像,12.2,17.7,20101026
601518,吉林高速,路桥,12.13,13.5,20100319
000966,长源电力,火力发电,11.08,11.08,20000316
603101,汇嘉时代,百货,0.72,2.4,20160506
600389,江山股份,农药化肥,2.97,2.97,20010110
603066,音飞储存,仓储物流,1.38,3.02,20150611
300288,朗玛信息,软件服务,2.03,3.38,20120216
601668,中国建筑,建筑施工,416.24,419.85,20090729
600990,四创电子,通信设备,1.37,1.59,20040510
601718,际华集团,服饰,43.92,43.92,20100816
600823,世茂股份,全国地产,37.51,37.51,19940204
600628,新世界,百货,5.32,6.47,19930119
600247,*ST成城,商贸代理,3.36,3.36,20001123
300140,中环装备,电气设备,2.45,3.45,20101112
603599,广信股份,农药化肥,3.72,4.65,20150513
600350,山东高速,路桥,48.11,48.11,20020318
603609,禾丰牧业,饲料,8.31,8.31,20140808
603038,华立股份,装修装饰,0.37,0.94,20170116
600311,荣华实业,黄金,6.66,6.66,20010626
000031,中粮地产,全国地产,18.14,18.14,19931008
001965,招商公路,路桥,5.55,61.78,20171225
000069,华侨城Ａ,旅游景点,61.47,82.04,19970910
002426,胜利精密,元器件,20.88,34.42,20100608
000761,本钢板材,普钢,27.36,38.75,19980115
000716,黑芝麻,食品,5.88,7.06,19970418
600962,国投中鲁,软饮料,2.54,2.62,20040622
002836,新宏泽,广告包装,0.56,1.6,20161229
000783,长江证券,证券,55.29,55.29,19970731
600593,大连圣亚,旅游服务,1.29,1.29,20020711
603421,鼎信通讯,通信设备,0.46,4.43,20161011
600562,国睿科技,通信设备,4.26,6.22,20030128
600425,青松建化,水泥,13.79,13.79,20030724
300627,华测导航,通信设备,1.01,2.47,20170321
600108,亚盛集团,农业综合,19.47,19.47,19970818
000555,神州信息,软件服务,9.41,9.63,19940408
002298,中电兴发,软件服务,4.68,7.04,20090929
002438,江苏神通,机械基件,3.71,4.86,20100623
002221,东华能源,石油贸易,15.04,16.5,20080306
600337,美克家居,家居用品,14.59,17.75,20001127
601016,节能风电,新型电力,41.56,41.56,20140929
000753,漳州发展,汽车服务,8.84,9.91,19970626
600584,长电科技,半导体,9.85,13.6,20030603
002566,益盛药业,中成药,2.25,3.31,20110318
002430,杭氧股份,化工机械,8.3,9.65,20100610
002392,北京利尔,其他建材,7.72,11.9,20100423
000725,京东方Ａ,元器件,338.6,347.98,20010112
300250,初灵信息,通信设备,1.38,2.3,20110803
603222,济民制药,化学制药,3.2,3.2,20150217
603037,凯众股份,汽车配件,0.61,1.06,20170120
300733,西菱动力,汽车配件,0.4,1.6,20180116
002908,德生科技,元器件,0.33,1.33,20171020
002294,信立泰,化学制药,10.46,10.46,20090910
000875,吉电股份,火力发电,19.54,21.46,20020926
300598,诚迈科技,软件服务,0.48,0.8,20170120
000159,国际实业,石油贸易,4.81,4.81,20000926
300585,奥联电子,汽车配件,0.84,1.62,20161229
300160,秀强股份,玻璃,5.92,5.98,20110113
002262,恩华药业,化学制药,8.84,10.2,20080723
603063,禾望电气,电气设备,0.6,4.2,20170728
300232,洲明科技,半导体,4.52,7.61,20110622
600433,冠豪高新,造纸,12.71,12.71,20030619
000766,通化金马,中成药,5.73,9.66,19970430
002793,东音股份,专用机械,0.64,2.0,20160415
300516,久之洋,电器仪表,0.47,1.2,20160602
000582,北部湾港,港口,2.63,13.87,19951102
300267,尔康制药,化学制药,11.05,20.63,20110927
000807,云铝股份,铝,24.3,26.07,19980408
600198,*ST大唐,通信设备,8.75,8.82,19981021
300507,苏奥传感,汽车配件,0.57,1.22,20160429
300040,九洲电气,电气设备,2.33,3.43,20100108
002218,拓日新能,半导体,12.16,12.36,20080228
603078,江化微,化工原料,0.48,0.84,20170410
603090,宏盛股份,专用机械,0.41,1.0,20160831
000759,中百集团,超市连锁,6.81,6.81,19970519
300438,鹏辉能源,电气设备,2.15,2.81,20150424
000665,湖北广电,影视音像,6.36,6.36,19961210
600808,马钢股份,普钢,59.68,77.01,19940106
600343,航天动力,航空,6.38,6.38,20030408
002077,大港股份,区域地产,5.32,5.8,20061116
601000,唐山港,港口,55.74,59.26,20100705
002801,微光股份,电气设备,0.29,1.18,20160622
600468,百利电气,电气设备,7.98,8.11,20010615
300005,探路者,服饰,6.41,8.91,20091030
300214,日科化学,化工原料,3.05,4.26,20110511
002786,银宝山新,专用机械,1.37,3.81,20151223
002622,融钰集团,电气设备,8.39,8.4,20111018
002133,广宇集团,全国地产,6.35,7.74,20070427
603859,能科股份,软件服务,0.5,1.14,20161021
600770,综艺股份,综合类,13.0,13.0,19961120
000692,惠天热电,供气供热,5.33,5.33,19970227
000786,北新建材,其他建材,14.14,16.9,19970606
603118,共进股份,通信设备,7.76,7.82,20150225
600211,西藏药业,中成药,1.46,1.8,19990721
002232,启明信息,软件服务,4.02,4.09,20080509
603980,吉华集团,染料涂料,2.46,5.0,20170615
002708,光洋股份,汽车配件,2.4,4.69,20140121
002559,亚威股份,机床制造,3.06,3.73,20110303
002574,明牌珠宝,服饰,5.28,5.28,20110422
002062,宏润建设,建筑施工,9.52,11.03,20060816
601019,山东出版,出版业,2.67,20.87,20171122
600251,冠农股份,农业综合,7.85,7.85,20030609
002285,世联行,房产服务,19.93,20.44,20090828
600085,同仁堂,中成药,13.71,13.71,19970625
300413,快乐购,百货,2.06,9.9,20150121
600876,洛阳玻璃,玻璃,2.62,5.6,19951031
600112,天成控股,电气设备,5.09,5.09,19971127
600498,烽火通信,通信设备,10.32,11.14,20010823
000006,深振业Ａ,区域地产,13.48,13.5,19920427
600743,华远地产,区域地产,23.46,23.46,19960909
300263,隆华节能,专用机械,5.56,9.11,20110916
300498,温氏股份,农业综合,35.73,53.14,20151102
002105,信隆健康,文教休闲,3.69,3.69,20070112
601857,中国石油,石油开采,1619.22,1830.21,20071105
002235,安妮股份,造纸,5.0,6.24,20080516
300084,海默科技,石油开采,3.1,3.85,20100520
000409,*ST地矿,综合类,3.96,5.11,19960627
600880,XD博瑞传,广告包装,7.32,10.93,19951115
000626,远大控股,商贸代理,4.05,5.99,19961128
600776,东方通信,通信设备,9.56,12.56,19961126
600070,浙江富润,纺织,4.02,5.22,19970604
601766,中国中车,运输设备,229.18,286.99,20080818
000404,长虹华意,专用机械,6.93,6.96,19960619
000926,福星股份,区域地产,9.48,9.72,19990618
600600,青岛啤酒,啤酒,6.96,13.51,19930827
002428,云南锗业,小金属,6.44,6.53,20100608
000055,方大集团,其他建材,6.78,11.84,19960415
000917,电广传媒,影视音像,12.95,14.18,19990325
601519,大智慧,软件服务,19.88,19.88,20110128
002789,建艺集团,装修装饰,0.38,0.81,20160311
002248,华东数控,机床制造,3.07,3.07,20080612
300641,正丹股份,化工原料,2.23,4.9,20170418
600995,文山电力,水力发电,4.79,4.79,20040615
601636,旗滨集团,玻璃,25.77,26.89,20110812
600780,通宝能源,火力发电,11.47,11.47,19961205
300284,苏交科,建筑施工,5.26,8.1,20120110
002109,兴化股份,化工原料,5.45,10.53,20070126
000423,东阿阿胶,中成药,6.54,6.54,19960729
603139,康惠制药,中成药,0.54,1.0,20170421
000948,南天信息,软件服务,2.46,2.47,19991014
000789,万年青,水泥,6.13,6.13,19970923
000045,深纺织Ａ,纺织,4.57,5.11,19940815
600982,宁波热电,供气供热,7.47,7.47,20040706
600461,洪城水业,水务,5.94,7.9,20040601
000058,深 赛 格,元器件,5.38,12.36,19961226
600635,大众公用,供气供热,24.19,29.52,19930304
600195,中牧股份,饲料,6.02,6.02,19990107
603081,大丰实业,专用机械,0.78,4.02,20170420
600325,华发股份,区域地产,19.14,21.18,20040225
603227,雪峰科技,化工原料,6.59,6.59,20150515
